"time","anomaly"
19880111,-0.558286,
19880118,-1.44557,
19880125,-0.639857,
19880201,0.258429,
19880208,1.18814,
19880215,1.00329,
19880222,-0.483429,
19880229,0.610429,
19880307,1.49886,
19880314,0.305286,
19880321,-1.062,
19880328,-2.14643,
19880404,-1.039,
19880411,-0.137143,
19880418,0.710429,
19880425,-0.113,
19880502,0.888143,
19880509,-0.283571,
19880516,-1.86471,
19880523,-1.067,
19880530,-0.606286,
19880606,-0.906143,
19880613,-0.715,
19880620,-0.984429,
19880627,-1.78771,
19880704,-0.203857,
19880711,0.670714,
19880718,0.930857,
19880725,0.912571,
19880801,0.184,
19880808,1.11243,
19880815,-1.19629,
19880822,-2.68743,
19880829,-0.159571,
19880905,0.634286,
19880912,-1.46843,
19880919,-0.820857,
19880926,-1.14443,
19881003,-1.94686,
19881010,-2.24957,
19881017,-2.95271,
19881024,-2.01357,
19881031,-1.806,
19881107,-0.152714,
19881114,1.24171,
19881121,0.995571,
19881128,0.329571,
19881205,1.00443,
19881212,0.482714,
19881219,1.01186,
19881226,1.575,
19890104,1.52071,
19890111,0.750286,
19890118,-0.154143,
19890125,0.229857,
19890201,0.428571,
19890208,-0.349143,
19890215,0.900571,
19890222,1.44114,
19890301,2.23457,
19890308,0.823286,
19890315,0.0162857,
19890322,0.908429,
19890329,-0.406429,
19890405,-1.48271,
19890412,-1.00829,
19890419,-0.383714,
19890426,0.569571,
19890503,1.766,
19890510,2.07743,
19890517,3.22771,
19890524,3.05257,
19890531,2.14043,
19890607,1.27386,
19890614,1.94371,
19890621,2.36643,
19890628,2.35343,
19890705,1.795,
19890712,2.47086,
19890719,0.355,
19890726,1.193,
19890802,1.50343,
19890809,-0.182143,
19890816,-0.357286,
19890823,1.17543,
19890830,-3.71029,
19890906,-1.414,
19890913,1.06143,
19890920,-1.07829,
19890927,1.98743,
19891004,0.265286,
19891011,-0.813714,
19891018,-0.571571,
19891025,0.477571,
19891101,2.66886,
19891108,1.14186,
19891115,-0.231286,
19891122,0.297429,
19891129,-0.327286,
19891206,-0.653,
19891213,-0.729286,
19891220,-0.111286,
19891227,-0.353625,
19900104,0.301,
19900111,-0.211429,
19900118,-1.69171,
19900125,-0.529,
19900201,1.78557,
19900208,1.88729,
19900215,0.282143,
19900222,0.781143,
19900301,-0.0648571,
19900308,0.353571,
19900315,0.894143,
19900322,0.155286,
19900329,0.737429,
19900405,-1.25714,
19900412,-1.54629,
19900419,-0.684429,
19900426,-3.57129,
19900503,-4.51971,
19900510,-3.67457,
19900517,-0.805143,
19900524,0.514286,
19900531,-0.265857,
19900607,-0.467286,
19900614,0.330286,
19900621,0.771143,
19900628,0.111,
19900705,-0.600143,
19900712,-2.342,
19900719,-1.96114,
19900726,-0.551857,
19900802,1.04357,
19900809,1.19543,
19900816,0.623714,
19900823,0.160714,
19900830,-1.06014,
19900906,1.07114,
19900913,1.96871,
19900920,1.37243,
19900927,1.91343,
19901004,1.02443,
19901011,-0.00257143,
19901018,-0.566714,
19901025,0.342429,
19901101,-1.04471,
19901108,-0.169143,
19901115,0.378,
19901122,-0.741714,
19901129,-0.291429,
19901206,0.835143,
19901213,-0.0941429,
19901220,-1.173,
19901227,-0.656625,
19910104,0.700714,
19910111,1.04757,
19910118,1.30271,
19910125,0.566286,
19910201,-0.154714,
19910208,-0.892286,
19910215,-0.741286,
19910222,-1.41857,
19910301,0.202571,
19910308,1.15729,
19910315,1.11586,
